,ACC_x_mean,ACC_y_mean,ACC_z_mean,net_acc_mean,net_acc_std,EDA_mean,EDA_std,EDA_slope,RESP_rate,RESP_regularity,HR,IBI,RMSSD,SDNN,pNN50,lf/hf,label,subject,hr_diff,hr_center,hr_slope,hr_zscore,sdnn_diff,sdnn_slope,sdnn_zscore,acc_ratio,net_acc_mean_slope,net_acc_mean_diff,acc_vector_magnitude_mean,acc_vector_slope,hr_netacc_interaction,hr_sdnn_ratio,acc_hr_slope_diff,sdnn_netacc_ratio,eda_hr_interaction,eda_resp_ratio,hr_resp_interaction,hrv_composite,hrv_stress_index,arousal_index,focus_label
0,49.574666666666666,19.2966,-15.759333333333334,63.25392949310297,1.7710459286982205,0.2231063958333333,0.07492913141242741,-0.0002075970439597534,22.122198812488026,3.6067548025717797,83.66256624320482,766.8238491048594,213.73310680732837,177.42840746309557,59.23076923076925,2.716673586943485,1,2,-6.919882472335047,-7.435306648352864,-6.919882472335072,-0.9260282318334745,-5.314425834469233,-5.314425834469249,-0.542531782521274,0.027998986669932186,-0.14370677150396824,-0.1437067715039504,55.48299679885922,-2.7160578777704965,5291.986066359735,0.4715285842210906,8.690928401033293,2.805017902918173,18.665653620688925,0.020774667398792825,1850.7999235951265,150.13076116706438,0.8301400289054891,412.9253003619174,1
1,33.51506666666667,-0.4758,30.023666666666667,63.323776275325415,4.217205816556901,0.11027341000000002,0.009324573605009151,-1.0347522338557328e-05,21.002000190494336,3.463864024238872,79.63345617943155,801.0110294117648,223.16377253033977,175.36933525277965,63.27077747989278,5.092624187571589,1,2,-4.029110063773274,-11.464416712126138,-5.474496268054155,-1.4278326421525784,-2.059072210315918,-3.6867490223925565,-0.7696009736115844,0.06659750988666428,-0.0369299946407395,0.06984678222244156,44.99896264829027,-6.600046014169714,5042.691163137253,0.45408996738544327,9.691702084611055,2.7694073663718988,8.78145276299149,0.002691957172613921,1672.4618618501438,153.93462842100408,0.7858324550815597,184.42807260116427,1
2,34.967733333333335,-45.423066666666664,12.347866666666667,63.00000943349617,4.712226442570415,0.12473328583333335,0.05244876134744079,9.115900205833466e-05,22.046823253194887,2.1662258830833303,87.60252248754632,733.7239583333334,210.13438830579028,175.8574720137571,66.33906633906633,3.8135810298845505,1,2,7.969066308114776,-3.4953504040113614,1.969978122170754,-0.4353274595583903,0.4881367609774543,-0.7854677246692245,-0.7157705062286125,0.07479723392017454,-0.1269600298033966,-0.3237668418292472,58.63844448050556,1.577723840823175,5518.959743113479,0.4981450090590878,2.7422483203996615,2.7913879823781156,10.926950477160128,0.02421204628613663,1931.3573298169642,150.77697555287125,0.8368809761772406,240.90454586636287,1
3,28.694333333333333,18.151466666666668,20.3894,64.38870319193295,7.3696111110310145,0.5948301166666667,0.1489150305356091,0.000265276582435126,22.53262056676438,1.8761365352469315,99.6654884041794,646.0024350649351,231.40746053549344,175.29718435201298,78.95878524945769,1.5051672165502799,2,2,12.062965916633075,8.567615512621714,10.016016112373931,1.0670513294753905,-0.5602876617441268,-0.03607545038334398,-0.7775575895046287,0.11445503241559817,0.532463458303778,1.38869375843678,39.605152947003695,-2.6969048506432807,6417.331551335742,0.5685515611904542,-2.6464050013429166,2.722483493835793,59.284034095098356,0.07937323736196489,2245.7246338126297,161.88781004565473,0.7575260708810456,1335.824645931974,0
4,51.683733333333336,6.346333333333333,17.695133333333334,63.61294500059397,6.04500027720492,0.8165034725,0.17508786462908915,0.00047539780359916834,23.33445088366301,1.706999631975436,100.65149923678463,647.7610930735931,246.2552973405354,192.14715083968164,80.26030368763556,1.8566165977559055,2,2,0.9860108326052313,9.553626345226945,6.524488374619163,1.1898537787984922,16.849966487668667,8.144839412962284,1.0806134066775466,0.09502783241914797,0.30646778354890697,-0.7757581913389799,54.99638153309119,-1.8210314737071753,6402.738285176906,0.5238250906823922,-0.4794880974142428,3.020566770133355,82.18229863916575,0.10257053449183678,2348.6474653077958,172.88758395595087,0.7802762129984557,1917.6788111021385,0
5,50.109,7.3356,22.992466666666665,63.38578493780027,4.192469576784828,1.0814063141666668,0.1299093002103601,-3.9543341790517266e-05,23.155361448959926,1.750653007806226,95.88712897421728,680.7883522727273,269.1441641848276,197.59436338735844,81.09339407744874,2.5517677288813516,2,2,-4.764370262567354,4.789256082659591,-1.8891797149810556,0.5964765882259143,5.4472125476767985,11.14858951767274,1.6813180059145914,0.0661421102680806,-0.5014591270663181,-0.2271600627937005,55.61813042325117,8.006488738123748,6077.880935462853,0.4852725899927128,6.081649291765883,3.1173292318447468,103.6929467200321,0.07420619599148989,2220.301129701039,182.61064054987824,0.734158082103782,2401.047661010087,0
6,-37.473866666666666,-16.986466666666665,23.769266666666667,64.19167698534952,1.8640652193207234,1.7863495666666669,0.4053286602466722,-0.0011547110022784772,23.01764686259465,1.4240364027161132,84.67526587306965,802.9909517426273,277.1528974747134,277.7358708099296,80.91397849462363,2.2822555147034724,1,3,2.7974589088317146,-2.8176105229125454,2.7974589088317123,-0.27433703741267657,-15.557370456891306,-15.557370456891341,0.5002355062418643,0.02903904846957277,-0.5040904100562801,-0.5040904100562784,47.51640527901916,-11.525973459796734,5435.447315572676,0.3048769513324434,-0.9333936895109889,4.326664756657668,151.25962449974278,0.2846336368042102,1949.0253678626293,211.9342489264222,1.0021034358310088,3481.6406213037494,0
7,-42.09673333333333,-1.8606666666666667,40.474066666666666,64.22095929977921,2.732200569034949,0.7653987066666668,0.16993957878113805,-0.00047335846899199433,24.028961677700366,1.6994004530934619,76.4049767289553,901.8598942598187,297.04440939917225,302.1839443046779,83.63636363636363,8.360446156495888,1,3,-8.270289144114344,-11.087899667026889,-2.736415117641301,-1.0795748812851709,24.448073494748257,4.4453515189284545,1.019341136216579,0.04254375205267827,-0.23740404781328717,0.0292823144296932,58.42728053161468,-0.30754910360059645,4906.8009008108165,0.2528426076769888,5.46861568667625,4.7053787874566675,58.480270371239165,0.0999997254748242,1835.9322578056554,227.62157244673793,1.0173022441859831,1405.220175652062,0
8,-34.04193333333333,41.9538,17.7548,64.93203206428058,5.101739442246309,0.4185475425,0.05824581563860641,-0.0001540428412623905,24.4926285959391,1.7917163430236394,75.76759374427604,903.2760574018126,295.1342004232476,286.337588070065,78.48484848484848,2.196975797620571,1,3,-0.6373829846792631,-11.725282651706152,-4.4538360643967945,-1.1416337635516274,-15.84635623461287,4.300858630067733,0.6828756581600158,0.0785704571388703,0.37017753946553705,0.7110727645013668,56.87009304151973,4.676843881250297,4919.7438264367165,0.2646093165425661,9.555575506643104,4.409804753635239,31.71234016280511,0.03250839111078976,1855.7475331865517,219.98554565938704,0.9701945340778281,776.7185695156684,0
9,-50.993,-5.2188,-4.8848,65.57724494384172,5.735545214599926,0.8546812983333333,1.0267966307694882,0.0021476288166380674,23.343730684644022,1.6041623615608043,97.53339718570753,676.8240950226244,236.00857388209795,225.85334789004187,71.88208616780048,2.415441883809561,2,3,21.765803441431487,10.040520789725335,10.564210228376128,0.9775966923513407,-60.484240180023136,-38.16529820731801,-0.6013854354160265,0.08746243029135588,0.678142822031255,0.6452128795611429,51.49158371501114,-3.467848408301768,6395.971477452145,0.4318439273317673,-4.8286650137762015,3.4440810168126847,83.35997053754119,0.6400827343751192,2276.793356661574,177.91466931331342,0.9569709446355568,1945.932702108222,0
