ACC_x_mean,ACC_y_mean,ACC_z_mean,net_acc_mean,net_acc_std,EDA_mean,EDA_std,EDA_slope,RESP_rate,RESP_regularity,HR,IBI,RMSSD,SDNN,pNN50,lf/hf,label,subject
-43.6648,-16.372333333333334,-3.3551333333333333,64.76883878582107,4.2944059352046695,0.4122225533333333,0.2439301889478159,-0.0005893946115448704,22.34106788579315,2.095493671518846,81.2400444574634,803.8474462365591,305.624757122917,224.59127619808558,83.28840970350404,2.555293990640837,1,4
-25.986666666666668,-11.275666666666666,-56.9482,64.55551798429684,0.8939226919188821,0.16462547333333333,0.018659548748856593,-5.268307259241188e-05,20.200865751389347,1.8101302496927048,68.47052114062271,936.7652821316615,316.4488613185322,220.59353648320007,83.64779874213836,3.9443066530983253,1,4
-28.057666666666666,-6.7758666666666665,-54.4322,64.62015446637106,1.4952491684256877,0.12742288999999998,0.006215373193373027,-1.5689951868022424e-05,20.528842928474905,1.604092986558006,69.36387941876772,929.202251552795,299.06375682522514,223.97369994154454,80.06230529595018,2.5373954532310026,1,4
-49.21306666666667,-9.941466666666667,21.172,64.49677371145972,2.0379190725079503,0.12068053,0.0021382835306463276,-9.340381694711189e-07,19.297128882039598,1.6916818121302246,63.434953839306566,1004.5092281879195,304.94470549789077,219.06658016811227,80.13468013468014,3.0237438285070044,1,4
-46.989466666666665,4.4126,34.022933333333334,64.42409783900015,2.4123745489183603,0.116516795,0.008537616933194823,1.6467206025837365e-05,21.073858857710835,1.696970231690543,74.4546877223332,887.2867210682492,316.87323159786445,250.42072294258196,81.54761904761905,4.707340083758026,1,4
-53.99953333333333,-0.9948666666666667,6.1158,64.87913895450838,2.596445362720399,0.17341546249999998,0.007774376984273001,1.2414918847165575e-05,21.712179594571953,1.6867266805918883,68.98031785800748,923.0324074074074,228.52609042182254,190.9331995765313,65.01547987616097,3.1164610804765656,3,4
-37.4856,38.64046666666667,7.2596,65.04963446998768,4.362986972360916,0.14743974999999998,0.02499221243029183,-6.697735631066437e-05,21.222431291777152,1.9466157251102436,75.25707171284563,866.3294797687861,296.85354613556643,226.05889540639504,68.11594202898551,0.9253529262850294,3,4
-20.700133333333333,59.891733333333335,7.8984,64.75742336404035,4.054723901464532,0.14999492583333332,0.022271195597759585,3.6980261218931246e-05,22.80076002533418,1.6013174532938026,83.71612372582263,797.9166666666666,328.7044079043286,253.50836880772903,86.63101604278076,2.205355134848766,4,4
-39.345533333333336,-3.9155333333333333,17.171466666666667,64.55432272579884,3.3976193744165966,0.15629374499999998,0.0033400013093772365,7.085588239991549e-06,23.087733386870113,1.6079480220768492,69.13205676496389,927.2445820433436,316.5941530945891,227.39851308985175,77.32919254658384,1.8064333441781197,4,4
-55.2816,-16.390933333333333,-14.286,65.2934950360208,2.972413045735902,0.16015045583333332,0.013079846567960293,2.2973808596394586e-05,22.149243713593975,1.5716805170845807,79.09790376783971,849.9200994318181,299.39583335191895,269.36407704162644,82.62108262108264,1.4106372164338261,4,4
-56.6168,-4.343866666666667,13.654533333333333,64.963777141752,2.801938521234938,2.2920191658333335,0.419020816777518,0.0008512815547753821,22.264673575624435,1.670817011637938,96.71135502936947,674.908295711061,271.1406645431324,207.51133197531087,82.57918552036197,2.3842706382549252,2,4
-46.36171222475323,-9.197892938496583,27.173785117691725,64.61867204166604,4.279396387637605,2.3789141941666667,0.2652380605459772,-0.0005106622523869851,22.47749383589136,1.6055042154997021,95.32648580214922,680.3267045454545,268.4065221776368,194.987319692447,82.68792710706148,2.4538358167107037,2,4
