,ACC_x_mean,ACC_y_mean,ACC_z_mean,net_acc_mean,net_acc_std,EDA_mean,EDA_std,EDA_slope,RESP_rate,RESP_regularity,HR,IBI,RMSSD,SDNN,pNN50,lf/hf,label,subject,focus_label
0,39.252,-47.66466666666667,7.822,62.549339253125005,0.5442049223178561,0.5631313166666667,0.0144063643979454,-0.0004119626918535,21.08327895185985,1.6300670345568231,63.966172592450434,958.6693548387096,213.05839623993535,133.5618911913725,90.0,5.933398087532023,1,8,1
1,39.62866666666667,-46.24666666666667,9.764,62.46929946994738,1.1209922988280556,0.5235064666666667,0.0093670419093875,-0.0002651173623168,21.32737520946529,1.591487055269844,66.37224263917096,911.1328125,134.46991209212757,80.09598695605695,74.19354838709677,44.20731510101718,1,8,1
2,38.92733333333333,-48.43933333333333,6.083333333333333,62.44231408003676,0.4282666576367017,0.5200509,0.0186230268638944,4.809620112508237e-05,22.16890595009597,1.352589976089881,78.5888465963703,803.6317567567568,159.0887953052215,155.4260598789063,58.333333333333336,707.930927801365,1,8,1
3,38.919333333333334,-47.00666666666667,-0.9146666666666666,62.576765633432,1.1660772666750443,0.4931086333333333,0.0073533601581559,-0.0002027171956385,24.01143401619819,1.809602465914609,65.08807294681758,940.0201612903226,199.0987179244675,134.70963433038338,63.333333333333314,6.149626550106062,1,8,1
4,49.157333333333334,-18.907333333333337,31.472,62.76220785559908,1.5008658913814346,0.4705191916666667,0.0103379409194931,-0.0002827426105979,20.90904565141634,1.3588267899182078,65.76161658927981,924.31640625,145.8753299744727,94.89127713825286,54.83870967741935,1.5417667047012915,1,8,1
5,46.228,-39.17466666666667,13.782,62.674127036846414,1.9106194900877147,0.4428873583333333,0.0072760074809791,-0.0001964585700395,22.1657151081898,1.9263737535214691,76.20434637530101,822.4826388888889,136.77772962521553,152.2113820320925,60.0,1.890975819967996,1,8,1
6,54.778666666666666,-4.560666666666667,23.69,63.20998658119887,3.4334040064236544,0.4204471916666667,0.0063166732651185,-0.0001768384019723,23.57624004898959,1.5351277450010572,69.41658857526677,867.4242424242424,85.84867568685902,54.41574961575243,37.5,0.6109748108071389,1,8,1
7,57.57266666666667,2.945333333333333,25.359333333333332,63.16801335913133,1.1619329845588875,0.4004376083333333,0.0051435482294097,-0.0001408606326828,16.95086267783271,4.69529745424752,69.14151770251861,869.4852941176471,47.81259284007623,38.25119861522943,24.24242424242424,5.831898851110008,1,8,1
8,56.001333333333335,-0.588,4.648,63.107237700135926,2.1983061339455703,0.3879969083333333,0.0025262966736438,-3.563892284185776e-05,18.162598500864885,1.808051133672249,77.40102089542692,811.6071428571429,159.32182648144084,143.00773312899506,38.23529411764706,8.680730443011049,1,8,1
9,43.666,-44.6,-4.816666666666666,62.70248294566525,0.4516257099546554,0.3806625416666667,0.0063529935540864,-0.0001724838079033,22.041984732824428,1.488773413959393,81.79527691539737,787.7604166666666,222.59064666365225,196.45067671320547,71.42857142857144,1.948479391048774,1,8,1
10,41.298,-41.818,9.714666666666666,62.63257417501667,3.089226258742027,0.3597575083333333,0.0047205302915312,-0.0001286102472393,20.260492040520987,1.489400134406064,72.97829553465074,844.6428571428571,212.5229766989913,143.44605177699444,61.76470588235295,0.5931736681912371,1,8,1
11,51.05,-20.35,13.456,63.03563355962545,3.281397324812769,0.3453551916666667,0.0047550590835723,-0.000124518143621,20.759193357058123,1.4394617655217403,82.07091412428925,772.3817567567568,203.65848745851207,159.90408586812032,58.333333333333336,0.8735081805180792,1,8,1
12,47.776,-15.384666666666666,-5.943333333333333,63.00105401999028,2.941064269432814,0.3328612499999999,0.0045031660959262,-0.0001185119869435,22.81481481481482,1.4803052847005271,67.46586175996859,904.8295454545456,171.0741284410796,113.93781039861068,59.375,4.001944709298261,1,8,1
13,59.59466666666667,5.8213333333333335,-13.419333333333332,63.27273446553243,4.04249179602035,0.3175528583333333,0.0090779460409057,-0.0002385030870199,20.55297284071446,1.5694252654621326,84.32219022789819,756.4102564102565,219.32197308589372,175.3801227588481,65.7894736842105,1.4584666374201565,1,8,1
14,40.506,-47.47666666666667,3.6333333333333337,62.582439204599105,0.5173359991239979,0.3094189333333333,0.0037382231223165,8.894978123481202e-05,17.381408100977705,6.045447295059651,78.94000244921249,810.7638888888889,260.0652390678703,178.8278719696957,80.0,2.24104746871795,1,8,1
15,37.85666666666667,-48.12866666666667,-3.294666666666666,62.60249755468825,1.3228630246247772,0.3112417916666666,0.0043128779214035,-9.419542676574416e-05,19.20926923467832,2.6565295438868537,76.92619752185531,799.9131944444445,208.83125022713568,125.74751771436004,62.85714285714284,2.0962923872692674,1,8,1
16,37.41866666666667,-43.332,-23.778,62.9226970673579,1.2464056734639215,0.3012850833333333,0.002519857557427,-3.3560636155285104e-05,18.002571795970855,2.2948174778276647,74.73271793935278,834.8214285714286,202.8773943354778,158.30284122787032,58.82352941176471,0.3718419400637792,1,8,1
17,31.066,-42.91733333333333,-33.066,63.07311402540944,1.3355225460590912,0.2934387666666666,0.0032642649191237,-8.523259254114523e-05,17.024726388325902,6.650399867313396,69.7464905907093,880.6818181818181,133.69993039160025,117.92339534384809,71.875,17.05317838806216,1,8,1
18,44.50266666666667,-39.898,-11.768,62.785945724315205,0.9225071833573124,0.2840043166666666,0.0027166871062114,-6.010144454475751e-05,16.930363801269777,7.479389124470062,69.61379515784411,863.9705882352941,56.85959664876814,41.94843274722069,42.42424242424243,34.527675371110846,1,8,1
19,38.784666666666666,-41.85666666666667,-20.946666666666665,62.86755555730418,1.2595468428262002,0.2854327416666666,0.0073536415689731,0.0001182881276477,20.01048168088046,1.7315878110821266,96.1610402864444,675.8720930232558,192.75860026517748,184.81891964409365,61.904761904761905,6.0723115398367735,1,8,1
20,34.077333333333335,-42.47,-28.351333333333333,62.927546670392,1.4188739827659458,0.2877034833333333,0.0052429094037937,-6.277399124938747e-05,17.874241940631983,3.801250943457101,87.33037329350351,747.9967948717949,234.40241067783188,201.07071064386705,63.1578947368421,2.389449269402052,1,8,1
21,31.566666666666663,-22.920666666666666,-2.7413333333333334,63.86204234187956,8.775356474657645,0.2753160333333333,0.0030339921361503,3.3178692964791465e-05,18.637215264766787,4.458526151152013,82.62211446167359,762.0192307692307,164.03312706985687,153.56105895993116,52.6315789473684,10.887596729993753,1,8,1
22,57.80466666666667,-16.331333333333333,15.809333333333331,62.946421187897,2.8286733585208546,0.2857313,0.0061320773309974,-0.0001219445378151,18.42195038744578,1.6131968814187705,87.08707184648199,735.546875,234.36164491864784,176.85910857829566,69.23076923076923,14.381293572111208,1,8,1
23,49.048,-14.126666666666669,23.80666666666667,63.60250967440961,8.480768230726463,0.2823519833333333,0.00180148331005,1.4671560525040853e-05,20.005715918833953,2.3765375230003856,87.51564762489933,736.7788461538462,290.55336553494647,185.9423299017996,92.10526315789473,0.8731243633425907,1,8,1
24,15.881333333333334,-1.532,52.275333333333336,63.46863991012107,5.419755341284907,0.26931425,0.0080433424190962,-0.0002139870963261,18.51761132611571,1.7939658743374003,78.18576269667689,786.3175675675676,194.54711141270585,119.05488810027816,63.88888888888886,8.067874772863076,1,8,1
25,3.0886666666666667,-0.2173333333333333,62.902,63.034438651600865,0.989045269051583,0.2589949166666667,0.002247831939089,-5.1751246614344864e-05,18.006859756097562,2.657010052994625,75.23335171162694,803.2094594594595,115.67308497142088,69.25675675675673,69.44444444444443,1.2428013952539103,1,8,1
